id,closure,duration_h,event_observed,latitude,longitude,region_cluster,density_2km,density_5km,centrality,complexity,interaction_weight,hour_sin,hour_cos,day_sin,day_cos,peak_hour,keyword_accident,keyword_breakdown,keyword_hazard,keyword_weather,keyword_obstruction
FKID000058,0,30.317974792222223,1,12.9932986,77.5837571,5,321,1071,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000059,0,30.38518558972222,1,12.9937523,77.5842482,5,303,1076,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000060,0,30.427301408055555,1,12.9938868,77.5841876,5,300,1075,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000061,0,0.17522476888888888,1,12.9368467,77.6928653,1,31,145,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
FKID000062,1,368.74671205944446,1,13.0126766,77.5581246,0,106,1083,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000063,0,1.3871276705555555,1,12.9513113,77.4994888,4,17,172,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
FKID000064,0,1928.902884282778,0,13.0160964,77.5068555,9,16,695,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0
FKID000065,0,1041.170435393889,0,12.9807501,77.6028238,5,432,1579,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000066,0,5.353969706111111,1,12.9165983,77.583705,3,160,574,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0
FKID000067,0,1925.1922192827778,0,13.0198619,77.6562235,7,76,632,2.0,1.0,2.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000068,0,1925.242241505,0,13.0191848,77.6555127,7,75,638,2.0,1.0,2.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000069,0,0.7364726008333333,1,12.9740913,77.5452252,14,55,516,2.0,1.0,2.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000070,0,0.6966293436111111,1,12.9740971,77.5449011,14,53,512,2.0,1.0,2.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000071,0,0.4359755136111111,1,12.9688926,77.569795,5,187,632,2.0,1.0,2.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0
FKID000072,0,143.99638519444446,1,12.9838737,77.5286068,4,49,400,5.0,1.0,5.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
FKID000073,0,343.4902557069444,1,12.9595586,77.5162093,4,41,322,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
FKID000074,0,1927.6086078938888,0,12.9511354,77.5739687,5,252,1816,2.0,2.0,4.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,0,0,0
FKID000075,0,1927.0845495605556,0,13.0192138,77.5395595,9,237,1110,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
FKID000076,0,95.9015605488889,1,12.9161187,77.5856548,3,175,654,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000077,1,1926.9603845605554,0,12.9284355,77.6811918,1,106,335,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
FKID000078,0,1042.8743970605556,0,13.0753282,77.4370383,10,55,155,2.0,3.0,6.0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000079,0,1042.8785734494445,0,13.2673624,77.7195893,12,7,13,2.0,3.0,6.0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000080,0,0.2648187525,1,12.9449039,77.4949618,4,10,170,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000081,0,1.9468662866666666,1,12.9873133,77.6163481,11,132,884,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000082,0,1040.8810098383333,0,12.969418,77.7006526,1,184,511,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000083,1,221.09548332111112,1,12.9613232,77.5644194,5,174,1088,7.0,1.0,7.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000084,0,287.1644457330556,1,12.959419,77.5165897,4,54,437,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000085,0,743.2165135608333,1,12.9431035,77.6220445,6,128,1175,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000086,0,1.3913090005555555,1,12.8482637,77.6713737,13,12,33,2.0,2.0,4.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0
FKID000087,0,0.8791929358333332,1,12.96672,77.6093294,5,119,657,7.0,1.0,7.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000088,0,1.2470922844444443,1,13.0253205,77.6400845,7,78,406,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,1,0,0,0
FKID000089,0,1924.1202717827778,0,12.8561783,77.6645205,13,21,118,2.0,3.0,6.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000090,0,138.0404990086111,1,12.9641056,77.5825203,5,196,689,7.0,1.0,7.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000091,0,1924.8935767827777,0,12.974757,77.5657216,5,383,1910,5.0,2.0,10.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000092,0,1924.5063595605557,0,12.9640011,77.5836093,5,496,1834,7.0,1.0,7.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000093,0,0.7948317594444445,1,12.9480512,77.5343585,14,69,283,7.0,3.0,21.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000094,0,1922.7484131716667,0,12.9245654,77.6739287,1,103,320,2.0,1.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000095,0,0.14366968777777778,1,13.0078566,77.5920655,0,187,1074,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0
FKID000096,1,1040.4467998383334,0,13.0035862,77.5721203,0,299,1738,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0
FKID000097,0,1040.2797615050001,0,12.9854129,77.5941024,5,482,1655,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000098,1,1040.3030698383334,0,12.9272622,77.5806774,3,198,1172,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000099,1,146.01955105222223,1,13.0022504,77.5722138,0,200,1152,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0
FKID000100,1,220.76318817277777,1,12.9586724,77.5629452,5,171,1068,7.0,1.0,7.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,1,0,0
FKID000101,0,1923.0818448383332,0,13.0369808,77.5895122,0,302,1223,2.0,1.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000102,0,1922.8829873383331,0,12.9169077,77.5737827,3,255,783,2.0,1.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000103,0,1040.249037616111,0,12.9047066,77.6016042,3,134,881,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000104,0,1040.224510393889,0,12.9047995,77.6017019,3,137,881,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000105,0,1040.1533045605556,0,12.9774707,77.5457303,14,107,1386,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000106,0,1040.1377020605555,0,12.904781,77.6015741,3,134,881,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000107,0,2.3504652905555554,1,12.9238693,77.5536044,14,27,292,2.0,1.0,2.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0
FKID000108,0,1918.8247728938888,0,12.9585656,77.5932824,5,411,1929,2.0,1.0,2.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000109,0,220.05693957333332,1,12.9601533,77.5633429,5,174,1069,7.0,1.0,7.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000110,0,220.20071227138888,1,12.9578001,77.5631189,14,161,1058,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0
FKID000111,0,1039.8002223383335,0,12.95836,77.5776317,5,342,1705,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000112,0,2854.9448601975,1,12.9187567,77.621505,6,331,1030,2.0,1.0,2.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0
FKID000113,0,9.089556716944445,1,13.0331905,77.5901915,0,211,736,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000114,1,1041.7501881716667,0,12.9360494,77.6154975,6,216,1219,2.0,2.0,4.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000115,0,1039.3509292827778,0,12.9784088,77.6285392,11,162,1056,6.5,1.0,6.5,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0
FKID000116,0,1039.718157893889,0,12.9873237,77.6037885,5,333,1587,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000117,0,1039.4601398383334,0,13.0190323,77.654465,7,72,591,2.0,1.0,2.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
FKID000118,0,1920.4626998383335,0,13.0446713,77.5828869,0,258,1120,2.0,1.0,2.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000119,0,1920.0062323383333,0,12.9119892,77.6254956,6,293,870,8.0,1.0,8.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000120,0,1920.3288801161111,0,12.9893579,77.5064443,4,138,440,5.0,3.0,15.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0
FKID000121,0,1042.4395109494444,0,13.0152581,77.5639687,0,153,1443,8.5,2.0,17.0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000122,1,1.0299104774999999,1,12.9392829,77.5596125,14,19,726,2.0,1.0,2.0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0
FKID000123,0,1.7059495533333333,1,12.9614398,77.5600867,14,95,583,7.0,2.0,14.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000124,0,1918.1752087272223,0,12.9194445,77.6215536,6,301,942,8.0,1.0,8.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000125,0,1915.0719112272222,0,13.0501731,77.4947759,10,132,430,2.0,1.0,2.0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000126,0,1910.0769506716665,0,12.8400906,77.6764868,13,26,74,2.0,1.0,2.0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
FKID000127,0,1907.0500334494445,0,13.042636,77.5147881,9,214,637,8.5,1.0,8.5,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000128,0,1906.9830731716668,0,12.9110914,77.6001308,3,257,996,2.0,3.0,6.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000129,0,2512.8137915497223,1,12.9516567,77.500185,4,66,565,2.0,1.0,2.0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1,0,0,1,0,0
FKID000130,0,1906.090744005,0,12.9698017,77.7319617,1,38,448,2.0,1.0,2.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000131,0,1.7089658280555555,1,13.114305,77.60655,2,47,137,2.0,3.0,6.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000132,0,1.774728893611111,1,12.9900159,77.5025425,4,38,125,5.0,1.0,5.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000133,0,1907.0272906716668,0,13.0424443,77.5147257,9,215,637,8.5,1.0,8.5,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000134,1,1.2559875416666666,1,12.9216832,77.6199372,6,159,436,8.0,3.0,24.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000135,0,997.8406621158334,1,13.0467369,77.575502,0,83,525,2.0,1.0,2.0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
FKID000136,0,1905.4044773383332,0,13.0427379,77.5892891,0,259,1117,2.0,2.0,4.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000137,0,1905.628345393889,0,13.0308555,77.5359082,9,261,799,8.5,3.0,25.5,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000138,1,6.087114176388889,1,13.0161873,77.7093516,8,32,77,2.0,1.0,2.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0
FKID000139,0,1905.1843095605557,0,12.9693576,77.7006406,1,196,567,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0
FKID000140,0,1040.6747781716665,0,12.9625526,77.5916298,5,457,1639,2.0,1.0,2.0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0
